"Story","Title","Result","Date","Stability","Duration (s)"
"Busqueda de Vuelos en Latam Airlines","Automatizacion de busqueda de vuelos en Latam Airlines","FAILURE","2023-09-04T10:36:46.741-05:00[America/Bogota]","0.0","64.08"
